מספר מאגר,זיהוי בעל המאגר- תאגיד,שם בעל מאגר,שם המאגר,ישוב,רחוב,בית,ת.ד.,מיקוד,שרותי דיוור,סטטוס מאגר,תאריך המאגר
700049611,500278007,מ. מ. פרדס-חנה-כרכור,"מערכת קב""סים",פרדס חנה,דרך הבנים,20,1022,3707371,,מאושר,6/26/2013
700049628,513396218,"בועז הראל סוכנות לביטוח (2003) בע""מ",בועז הראל סוכנות לביטוח,נתניה,שטמפפר,15,2205,4240226,,מאושר,3/24/2013
700049635,512319328,"דינה - קר סיעוד וכוח אדם בע""מ",דינה קר סיעוד כוח אדם,ירושלים,הלל,23,2557,9458123,,מאושר,5/16/2013
700049658,500201710,מ. מ. פרדסיה,מאגר שכר ומשאבי אנוש עובדי הרשות,פרדסיה,רח'' שבזי,2,,,,מאושר,3/21/2013
700049665,500201710,מ. מ. פרדסיה,מאגר פיננסית -סםקי שירות וציוד,פרדסיה,רח'' שבזי,2,,,,מאושר,3/21/2013
700049671,500201710,מ. מ. פרדסיה,מאגר מערכת יוצרת חיוב,פרדסיה,רח'' שבזי,2,,,,מאושר,5/7/2013
700049688,500201710,מ. מ. פרדסיה,מאגר מערכת רווחה -לקוחות המערכת,פרדסיה,רח'' שבזי,2,,,,מאושר,3/21/2013
700049695,540164647,"התקני מצב מוצק-שותפות אלביט מערכות-רפא""ל",משאבי אנוש,חיפה,,,2250,3102102,,מאושר,5/16/2013
700049703,500273008,עירית נצרת,חשבונות מוגבלים,נצרת,,,31,,,מאושר,3/20/2013
700049710,0,,רוני קפלן שירותי ביטוח,,,,,,,מאושר,3/20/2013
700049727,500221023,מ. א. מרום הגליל,"ערכות יוצרות חיוב-גביה,רישוי עסקים,חינוך",מירון,מרכז איזורי מירון,,90000,13110,,מאושר,3/20/2013
700049734,500201827,מ. מ. אבן יהודה,חשבונות בנק מוגבלים,אבן יהודה,המיסדים,53,0,4051125,,מאושר,5/16/2013
700049740,520038662,"כביש חוצה ישראל בע""מ",ועדות ערר,תל אביב - יפו,אלון יגאל,65,,6744316,,מאושר,4/2/2015
700049757,500221023,מ. א. מרום הגליל,מערכת שכר ומשאבי אנוש,מירון,מרכז איזורי מירון,,90000,13110,,מאושר,3/20/2013
700049764,500221023,מ. א. מרום הגליל,מערכת רווחה,מירון,מרכז איזורי מירון,,90000,13110,,מאושר,3/20/2013
700049770,500221023,מ. א. מרום הגליל,מערכת פיננסית,מירון,מרכז איזורי מירון,,90000,13110,,מאושר,3/20/2013
700049794,511294068,"א. מ. מתן - סיעוד וכח אדם 1988 בע""מ",מאגר מטופלים,אשקלון,,,567,7810402,,מאושר,5/7/2013
700049826,520033234,"גזית-גלוב  בע""מ",גזית גלוב - תמיכות ומלגות,תל אביב,דרך השלום,1,0,6789201,,מאושר,5/7/2013
700049955,580015055,"דרור - בתי חינוך ע""ש גימנסיה דרור - החלוץ (ע""ר)",בית ספר דרור רמלה נתוני תלמידים,תל אביב יפו,קבוץ גלויות,120,0,6687718,,מאושר,12/25/2012
700050045,570011767,"קופת""ג לעובדי אל על, נתיבי אוויר לישראל","עמיתי קופת""ג של עובדי אל על",לוד נמל תעופה       ,,,41,7015001,,מאושר,5/7/2013
700050181,520022518,"החברה לניהול קופת התגמולים והפנסיה של עובדי הסוכנות היהודית לארץ ישראל בע""מ",מאגר עמיתים בקופת תגמולים ובקרן פנסיה,ירושלים,אלחריזי,4,7710,9242105,,מאושר,12/25/2012
700050198,500208319,מ. מ. ירוחם,מערכת גביה עירונית,ירוחם,,,1,8055001,,מאושר,12/25/2012
700050267,513423988,"סוויט אי אם טכנולוגיות בע""מ",שכר עבודה ונלווים,תל אביב - יפו,הנחושת,4,,6971069,,מאושר,5/7/2013
700050435,599000916,יש עתיד-בראשות יאיר לפיד,מאגר תומכים,תל אביב - יפו,אלון יגאל,157,,6744365,,מאושר,3/24/2013
700050441,580033587,העמותה למען הקשיש בית שמש,מאגר לקוחות קשישים טיפולי בית,בית שמש,המשלט,29,731,9901366,,מאושר,5/19/2013
700050540,500200266,מ. מ. ראש פינה,מאגר שכר ומשאבי אנוש,ראש פינה,,,4,1210001,,מאושר,11/20/2013
700050587,511851248,"נירלט בע""מ",מאגר בעלי מקצוע,נתניה               ,המלאכה,6,,4250541,,מאושר,3/21/2013
700050649,514204601,"מי הרצליה בע""מ",מאגר מערכת יוצרת חיוב,הרצליה              ,בן גוריון,2,,4678501,,מאושר,10/22/2013
700050755,580048619,שילה - אגודה לפיתוח שירותים לזקן בחיפה,מאגר מידע שילה,חיפה,חבס ברכה,14,,3339319,,מאושר,12/25/2012
700050762,510637614,"ויסוניק בע""מ",ספקים,תל אביב,הברזל,24,0,6971032,,מאושר,6/12/2013
700050778,511784092,"אלפז סולושנס בע""מ",ספקים,תל אביב - יפו       ,הברזל,23,,6971031,,מאושר,10/17/2013
700050785,510637614,"ויסוניק בע""מ",ניהול מערכת השכר והנוכחות בארגון,תל אביב,הברזל,24,0,6971032,,מאושר,3/24/2013
700050792,511784092,"אלפז סולושנס בע""מ",ניהול מערכת השכר והנוכחות בארגון,תל אביב - יפו       ,הברזל,23,,6971031,,מאושר,10/17/2013
700050800,500241161,מ. א. עמק חפר,פיקו - נוכחות ,כפר מונש            ,צומת רופין,,,4287500,,מאושר,11/6/2013
700050817,500241161,מ. א. עמק חפר,איתם 2003,כפר מונש            ,צומת רופין,,,4287500,,מאושר,11/6/2013
700050824,500241161,מ. א. עמק חפר,חשבשבת,כפר מונש            ,צומת רופין,,,4287500,,מאושר,11/6/2013
700050877,580007086,האגודה למען הקשיש דימונה,זכאי חוק ביטוח סיעוד,דימונה,בבא סאלי,2,37,8601002,,מאושר,12/25/2012
700050884,580237667,לב-זהב - שירותי סיעוד ורווחה,קשישים זכאי חוק סיעוד,חולון,החורטים,,,5881100,,מאושר,12/25/2012
700050891,513506428,"המכון להשתלמות עורכי דין של לשכת עורכי הדין בישראל- חברה לתועלת הציבור בע""מ (חל""צ)","מאגר עו""ד של המכון להשתלמות עו""ד",תל אביב יפו,דרך בגין,82,52600,6713829,,מאושר,3/18/2013
700050909,512986514,"סינרון מדיקל בע""מ",מאגר כוח אדם,יקנעם עילית,,,550,2069206,,מאושר,12/25/2012
700050916,0,,קובץ לקוחות,,,,,,,מאושר,3/21/2013
700050923,513846428,"אי מייליון בע""מ ","מאגר לקוחות מועדון ""מגיע לי""",תל מונד,תבור,23,18,,,מאושר,10/13/2013
700050930,513992123,"הראל פיננסים שירותי תפעול בע""מ",צילומי מלצמות אבטחה,רמת גן,ז'בוטינסקי,7,0,5252007,,מאושר,12/25/2012
700050960,514613868,"בליגיר בע""מ",משתמשי לרני,כפר סבא,"שח""ל",5,,4438040,,מאושר,3/21/2013
700050983,520029281,בנק מרכנתיל דיסקונט בעמ,נתוני נבדקי הבנק,תל אביב - יפו,דרך בגין,125,,6701201,,מאושר,3/18/2013
700051066,580036945,"עלם - עמותה לנוער במצבי סיכון (ע""ר)",ניהול עבודת נוער - עמותת עלם,בני ברק,,,53373,51204,,מאושר,3/18/2013
700051111,520008095,"הסתדרות מדיצינית הדסה (חל""צ)",מאגר תורמי מח עצם הדסה,ירושלים,קרית הדסה,,12000,91120,,מאושר,3/18/2013
700051203,513498006,"יולי אוגוסט תקשורת והפקות בע""מ",מאגר ממתמודדים,רמת גן,העמל,22,,5257219,,מאושר,12/10/2013
700051210,514249549,"דרך בטוחה בכבישים בע""מ",עובדים,קיבוץ נחשוני,ד.נ .מרכז קיבוץ נחשונים,,,73190,,מאושר,5/26/2014
700051240,500241161,מ. א. עמק חפר,"קב""ס",כפר מונש            ,צומת רופין,,,4287500,,מאושר,11/6/2013
700051257,500241161,מ. א. עמק חפר,מערכת לניהול מסמכים,כפר מונש            ,צומת רופין,,,4287500,,מאושר,11/6/2013
700051393,514817154,"אי-לון פי2פי הלוואות 2012 בע""מ",פרטי הלווים,תל אביב - יפו       ,לבונטין,2,,6511101,,מאושר,8/22/2013
700051401,500205877,מ. מ. סביון,מערכת יוצרת גביה,סביון,השקמה,8,0,5651304,,מאושר,6/24/2013
700051485,520017146,אל-על נתיבי אויר לישראל בעמ,DATA WAREHOUSE,לוד                 ,,,41,7110001,,מאושר,6/12/2013
700051492,512930967,"אינפיניטי-אילים סוכנות לביטוח פנסיוני בע""מ",מאגר לקוחות אינפיניטי-אילים,הרצליה,המנופים,8,2167,4672559,,מאושר,7/8/2013
700051646,500212865,מ. מ. שגב-שלום,מאגר מערכת יוצרת חיוב,שגב-שלום,,,804,841060,,מאושר,3/18/2013
700051676,500212865,מ. מ. שגב-שלום,מאגר מערכת רווחה,שגב-שלום,,,804,841060,,מאושר,10/21/2013
700051690,570055996,"אופק- אגודה שיתופית לניהול הון בע""מ","אופק פנקס חברים, מתעניינים ופעילים",תל אביב - יפו       ,דה וינצ'י לאונרדו,13,,6473315,,מאושר,8/11/2013
700051722,513722397,"מנורה מבטחים קרנות נאמנות בע""מ",מאגר משאבי אנוש,תל אביב יפו,יבנה,40,0,6581711,,מאושר,9/21/2014
700051739,513718429,"מנורה מבטחים ניהול תיקי השקעות בע""מ",מאגר משאבי אנוש,תל אביב - יפו       ,יבנה,31,,6579206,כן,מאושר,9/21/2014
700051745,513701508,"מנורה מבטחים פיננסים בע""מ",משאבי אנוש,תל אביב - יפו,יבנה,40,,6581711,כן,מאושר,9/21/2014
700051937,512172511,"דבי רז ארגון והשמת כוח אדם בע""מ",מאגר לקוחות,תל אביב - יפו       ,קרליבך,29,20171,6120101,כן,מאושר,6/24/2013
700051943,513973255,"צ'מפיון מוטורס בע""מ",עובדי החברה ונתוני שכר,בני ברק,"לח""י",7,,5120012,כן,מאושר,10/13/2013
700051950,513973255,"צ'מפיון מוטורס בע""מ",מועמדים לעבודה,בני ברק,"לח""י",7,,5120012,,מאושר,6/25/2013
700052019,513351643,"ביטוח משווה סוכנות לביטוח בע""מ",לקוחות,רמת גן,בצלאל,4,0,5252104,,מאושר,3/18/2013
700052079,0,,מאגר לקוחות ארנרייך ציפורה,,,,,,,מאושר,6/30/2013
700052093,0,,מאגר מידע אורית לב,,,,,,,מאושר,6/30/2013
700052132,0,,שולי יאיר,,,,,,,מאושר,6/12/2013
700052162,512214933,"אור גד סוכנות לביטוח (1995) בע""מ",אור-גד מאגרים,חיפה,הנאמנים,27,0,3326443,,מאושר,6/12/2013
700052185,0,,לקוחות,,,,,,,מאושר,11/24/2013
700052224,513886242,"שילת סוכנות לביטוח פנסיוני 2006בע""מ",לקוחות,פתח תקווה,שוהם,9,,4951765,,מאושר,7/15/2015
700052261,514443910,"כנעני סוכנות לביטוח (2010) בע""מ",מאגר לקוחות כנעני,חולתה               ,,,,1211000,,מאושר,6/17/2015
700052291,0,,לקוחות,,,,,,,מאושר,11/24/2013
700052309,514497924,"מ.גולן סוכנות לביטוח 2010בע""מ",לקוחות,חולון,שנקר,15,,5827126,,מאושר,11/24/2013
700052316,0,,לקוחות,,,,,,,מאושר,11/24/2013
700052360,511067191,"אריה נאור - סוכנות לביטוח 1985 בע""מ",לקוחות,ירושלים,בן הלל,2,2433,9423102,,מאושר,6/25/2013
700052376,514698992,"ב.י. מאור סוכנות לביטוח בע""מ",לקוחות,נס ציונה,האמהות,13,,7402541,,מאושר,6/30/2013
700052383,0,,לקוחות,,,,,,,מאושר,8/21/2013
700052390,514351360,"יהודה הללי סוכנות לביטוח 2009בע""מ",לקוחות,ירושלים,שמאי,14,2192,9463117,,מאושר,10/2/2013
700052408,0,,לקוחות,,,,,,,מאושר,11/24/2013
700052469,0,,לקוחות,,,,,,,מאושר,8/21/2013
700052482,0,,לקוחות,,,,,,,מאושר,11/24/2013
700052507,0,,לקוחות,,,,,,,מאושר,8/21/2013
700052538,0,,לקוחות,,,,,,,מאושר,8/21/2013
700052544,0,,לקוחות,,,,,,,מאושר,11/24/2013
700052574,0,,לקוחות,,,,,,,מאושר,6/30/2013
700052598,514295054,"ד.ג.ש ניהול הסדרים סוכנות לביטוח (2009) בע""מ",לקוחות,כפר טרומן,החרוב,125,0,7315000,,מאושר,6/30/2013
700052606,0,,לקוחות,,,,,,,מאושר,6/25/2013
700052613,0,,לקוחות,,,,,,,מאושר,6/30/2013
700052620,512467200,"סופר משה סוכנות לביטוח (1997) בע""מ",לקוחות,נתניה,המחשב,1,0,4250711,,מאושר,6/25/2013
700052637,513608158,"אריק סלע - סוכנות לביטוח (2004) בע""מ ",לקוחות,הוד השרון,הבנים,9,,4526811,,מאושר,6/30/2013
700052643,0,,לקוחות,,,,,,,מאושר,6/30/2013
700052650,0,,לקוחות,,,,,,,מאושר,6/25/2013
700052667,580017093,"אשל, האגודה לתכנון ולפתוח שרותים למען הזקן בישראל",פרוייקט חיישנים,ירושלים,,,3489,9103401,,מאושר,6/30/2013
700052673,0,,יעקבי נורית מאגרי מידע,,,,,,,מאושר,11/12/2013
700052680,0,,מבוטחים,,,,,,,מאושר,5/19/2013
700052736,0,,מבוטחים,,,,,,,מאושר,5/19/2013
700052742,0,,דודו שושן סוכנות לביטוח,,,,,,,מאושר,6/3/2013
700052759,0,,תדהר ביטוחים ופיננסים,,,,,,,מאושר,4/28/2015
700052766,0,,רן חביב סוכן ביטוח,,,,,,,מאושר,6/12/2013
700052796,511288730,"החברה הכלכלית לערד בע""מ",מאגר מנויים בקאנטרי קלאב ערד,ערד,,,100,8910002,,מאושר,5/7/2013
700052811,512645052,"סאנופי - אוונטיס ישראל בע""מ",למתעניינים במחלות גנטיות נדירות,נתניה               ,גאון בני,10,8090,4250499,,מאושר,10/2/2013
700052835,520023961,"אדמה מכתשים בע""מ",מערכת בקרת כניסה,באר שבע,מלל סעדיה,1,60,8413601,,מאושר,6/3/2013
700052871,520031931,"בזק החברה הישראלית לתקשורת בע""מ",מועמדים לקליטה בחברת בזק,תל אביב - יפו       ,דרך בגין,132,,6701101,,מאושר,4/18/2013
700052888,520031931,"בזק החברה הישראלית לתקשורת בע""מ",הערכת עובדים,תל אביב - יפו       ,דרך בגין,132,,6701101,,מאושר,4/18/2013
700052903,0,,אופיר הרפז סוכן ביטוח,,,,,,,מאושר,5/7/2013
700052934,0,,לקוחות,,,,,,,מאושר,6/12/2013
700052964,0,,לקוחות אבי כץ,,,,,,,מאושר,7/10/2013
